Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points
1391,Jared Wallace,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1392,Jared Anderson,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1393,Jan Roubal,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1394,Jan Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1395,James Williams,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1396,James Vendlinski,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1397,James Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1398,James Sloan,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1399,James Senior,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1400,James Rathsack,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1401,James Nassios,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1402,James Mohr,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1403,James Maki,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1404,James Kreag,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1405,James Holmes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1406,James Hess,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1407,James Haubrich,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1408,James Decker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1409,James Coors,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1410,James Conway,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1411,James Ciabattoni,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1412,James Brugeman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1413,James Bramante,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1414,James Allmann,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1415,Jake McGinnis,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1416,Jake Lee,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1417,Jake Hasse,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Jacob Zehnder,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1419,Jacob Young,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1420,Jacob Wolf,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1421,Jacob Stiele,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1422,Jacob Rozell,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1423,Jacob Hildebrand,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1424,Jacob Gitler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1425,Jacob Boehm,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1426,Jacob Bechtold,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1427,Jackson Tucker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1428,Jackson Fowler,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1429,Jack Whitman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1430,Jack Nightingale,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1431,Jack Middleton,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1432,Jack Hushagen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1433,Jack Callinan,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1434,Jack Brugeman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1435,Isaac Olson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1436,Isaac Oldenburg,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1437,Isaac Mckeon,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1438,Isaac Bacon-Nikpay,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1439,Illya Velat,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1440,Ian Kreag,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1441,Ian Chang,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1442,Ian Alcivar,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1443,Henry Niskanen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1444,Henry Klein,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1445,Henry Fischer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1446,Henry Brandt,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1447,Henrik Johannes,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1448,Henning Von Bauer,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1449,Heath Massey,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1450,Hayden Zoll,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1451,Hans Stoffregen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1452,Haakon Lessard,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1453,Gunnar Maples,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1454,Griffin McComas,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1455,Gregory Yetzer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1456,Gregory Worsnop,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1457,Gregory Pederson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1458,Gregory Pautsch,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1459,Gregory Hoffmann,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1460,Greg Weiss,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1461,Greg Prodan,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1462,Greg Nelson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1463,Greg Greene,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1464,Greg Gottsacker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1465,Greg Borzick,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1466,Greg Bever,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1467,Grant Liebsch,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1468,Grant Huso,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1469,Grant Henry,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1470,Grant Cain,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1471,Graham Kim,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1472,Graham Hausken,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1473,Grady Kerr,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1474,Gowtham S,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1475,Gordon Greenwood,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1476,Glenn Goodman,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1477,Gerald Kujawa,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1478,George Boody,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1479,Geoffrey Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1480,Geir Johansen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1481,Gavin Kokes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1482,Gary Medin,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1483,Gary Kozloski,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1484,Garrett Ping,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1485,G Paul Beaumaster,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1486,Frederick(Tennessee) Kundert,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1487,Frederick(Florida) Kundert,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1488,Fred Groos,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1489,Fred Faye,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1490,Forest Grenier,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1491,Finn Grenier,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1492,Finbarr Mccarthy,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1493,Ewan McDonald,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1494,Everett Stromberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1495,Evan Welk,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1496,Evan Tag,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1497,Evan Schneider,1,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,Ethan Jossi,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1499,Erik Thygesen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1500,Erik Sass,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1501,Erik Riker-Coleman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1502,Erik Raivo,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1503,Erik Ophaug,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1504,Eric Sturos,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1505,Eric Storhoff,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1506,Eric Stevens,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1507,Eric Peterson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1508,Eric Passler,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1509,Eric Nordland,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1510,Eric Lenser,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1511,Eric Lehnhardt,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1512,Eric Gottung,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1513,Eric Fichter,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1514,Eric Chandler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1515,Eric Birschbach,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1516,Emmett Kangas,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1517,Emin Erenler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1518,Elliott Isaacson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1519,Ellery Fay,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1520,Elijah Harris,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1521,Eli Olson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1522,Eli O'Connell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1523,Eitan Jaffe,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1524,Edward Coutu,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1525,Dylan Rivard,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1526,Dylan Granholm,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1527,Dylan Casey,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1528,Douglas Stone,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1529,Douglas Pryce,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1530,Doug Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1531,Doug Schumacher,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1532,Doug Scheider,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1533,Doug Moore,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1534,Doug Kitchel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1535,Doug Austin,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1536,Donn Christensen,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1537,Donald Hart,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1538,Don Howlett,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1539,Don Becker,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1540,Don Augenstein,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1541,Dominic Camilli,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1542,Dietrich Stenberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1543,Derek Wendland,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1544,Denny Carlson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1545,Dennis Melamed,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1546,Dennis Kotcon,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1547,Dean Krotchen,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1548,David Wilson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1549,David Weider,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1550,David Ullman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1551,David Spurlock,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1552,David Spencer,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1553,David Sonnenberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1554,David Schuetz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1555,David Rutkoske,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1556,David Randall,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1557,David Olheiser,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1558,David Oldenburg,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1559,David Nelson,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1560,David Midthun,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1561,David Meyer,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1562,David Masterman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1563,David Martinson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1564,David Lombardo,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1565,David Leske,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1566,David Kroll,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1567,David Kranz,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1568,David Kozeluh,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1569,David Karlovich,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1570,David Josephson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1571,David Hong,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1572,David Haapala,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1573,David Goodman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1574,David Goldstein,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1575,David Dow,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1576,David Dingmann,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1577,David Daney,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1578,David Bridges,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1579,David Bjork,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1580,Dave Wall,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1581,Daschle Kroll,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1582,Darwin Reicks,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1583,Dany Najjar,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1584,Daniel York,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1585,Daniel Sennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1586,Daniel Rutz,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1587,Daniel Opdahl,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1588,Daniel Mckeon,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1589,Daniel May,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1590,Daniel Lind,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1591,Daniel Heiar,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1592,Daniel Gladkov,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1593,Daniel Gjertson,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1594,Daniel Deetz,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1595,Dan Stocker,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1596,Dan Mcgrath,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1597,Dan Klug,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1598,Dan Hushagen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1599,Dan Brugeman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1600,Dan Aldrich,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1601,Dale KenKnight,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1602,Dale Gentry,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1603,Dakota Harris,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1604,Cyrus Raivo,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1605,Cyn Hovey,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1606,Cuinn Larsh,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1607,Craig Thomas,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1608,Craig Rudd,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1609,Craig Fellman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1610,Craig Dodson,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1611,Craig Craig,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1612,Corey Gaffer,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1613,Corey Engelhart,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1614,Corey Bergad,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1615,Conor Mihell,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1616,Connor Preston,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1617,Collin Arnett,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1618,Colin Wicker,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1619,Colin Watkins,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1620,Cole Schnichels,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1621,Cody Gustafson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1622,Clayton Weber,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1623,Clayton Keim,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1624,Chuck Nelson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1625,Chuck Flanders,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1626,Christopher Sanderson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1627,Christopher Mukina,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1628,Christopher Krueger,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1629,Christopher Johnson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1630,Christopher Hilton,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1631,Christopher Harvey,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1632,Christopher Gray,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1633,Christopher Carefoot,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1634,Christian Janssens,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1635,Chris Morris,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1636,Chris Malloy,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1637,Chris Lund,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1638,Chris Hegg,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1639,Chris Halverson,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1640,Chris Gorlin-Han,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1641,Chris Elliott,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1642,Chris Decrans,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1643,Chris Bowman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1644,Charlie Thomsen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1645,Charlie Sellars,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1646,Charlie Lindell,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1647,Charlie Blasky,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1648,Charles Kroschel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1649,Charles Dobry,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1650,Charles Bradley,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1651,Chad Sova,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1652,Chad Griswold,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1653,Chad Cannon,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1654,Casey Masterson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1655,Casey Lajoie,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1656,Carter Sura,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1657,Carter Green,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1658,Carl Drache,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1659,Cameron Wilson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1660,Caleb Klima,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1661,Caleb Bey,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1662,Cal Rossman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1663,Caden Laurn,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1664,Byron Lubenkov,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1665,Brycen Kryzer,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1666,Bryan Hinck,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1667,Bryan Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1668,Bruce Stone,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1669,Bruce Chamberlain,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1670,Bror Herrick,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1671,Brody Halverson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1672,Brock Mueggenborg,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1673,Brian Winger,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1674,Brian Wicklund,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1675,Brian Tochterman,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1676,Brian Tang,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1677,Brian Sullivan,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1678,Brian Niskanen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1679,Brian Nischke,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1680,Brian Mullins,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1681,Brian Kingery,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1682,Brian King,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1683,Brian Hirsch,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1684,Brian Hintsala,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1685,Brian Ciske,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1686,Brian Barlow,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1687,Brian Awsumb,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1688,Brian Albrecht,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1689,Brett Toney,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1690,Brett Sullivan,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1691,Brett Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1692,Brenton Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1693,Brent Skaw,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1694,Brent Schultz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1695,Brent Matzke,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1696,Brent Krmpotich,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1697,Brent Huggins,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
