Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points
1698,Brendan Londergan,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1699,Breck Allen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1700,Brandon Parker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1701,Brandon Busch,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1702,Brady Rudh,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1703,Bradley Yankowiak,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1704,Bradley Stoetzer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1705,Bradley Cousins,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1706,Braden Mckinnon,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1707,Brad Pennala,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1708,Bob Richards,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1709,Bob McKenzie,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1710,Bob Kilgore,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1711,Bob Cummings,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1712,Blake Wagoner,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1713,Blaise Sopiwnik,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1714,Bjorn Johnson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1715,Bjorn Hagstrom,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1716,Bjorn Engstrom,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1717,Bill Kueper,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1718,Bill Bussey,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1719,Bernt Snuggerud,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1720,Bernard Hasse,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1721,Bennett Lundberg,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1722,Benjamin Skinner,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1723,Benjamin Polk,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1724,Benjamin Papier-Meister,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1725,Benjamin Jurek,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1726,Benjamin Hoegh,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1727,Benjamin Goossen,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1728,Benjamin Gappa,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1729,Benjamin Galea,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1730,Benjamin Edwards,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1731,Benjamin Downs,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1732,Benjamin Deatherage,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1733,Benjamin Ciavola,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1734,Ben Vaught,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1735,Ben Senkerik,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1736,Ben Sanftner,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1737,Ben Myers,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1738,Ben Mosher,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1739,Ben Masica,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1740,Ben Koenig,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1741,Ben Jurek,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1742,Ben Janke,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1743,Ben Bromann,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1744,Ben Anderson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1745,Beckett Kroll,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1746,Beckett Cameron,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1747,Beau Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1748,Bart Gurgel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1749,Audun Mikkelson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1750,Arjun Paul,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1751,Aric Litchy,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1752,Archie Ecker,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1753,Anthony Ludwig,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1754,Anthony Kiewel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1755,Anthony Hegg,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1756,Anthony Bruley,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1757,Anthony Bramante,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1758,Andy Schakel,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1759,Andy Nauman,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1760,Andrew Weber,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1761,Andrew Wallin,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1762,Andrew Seliga,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1763,Andrew Rose,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1764,Andrew Pillifant,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1765,Andrew Mitchel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1766,Andrew Miller,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1767,Andrew Millan,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1768,Andrew Mallo,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1769,Andrew Lulloff,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1770,Andrew Langberg,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1771,Andrew Krafcheck,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1772,Andrew Holtum,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1773,Andrew Graham,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1774,Andrew Goodman-Bacon,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1775,Andrew Geffert,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1776,Andrew Deming,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1777,Andrew Brown,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1778,Anders Sjogren,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1779,Anders Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1780,Anders Holmes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1781,Anders Bowman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1782,Alvin Frank,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1783,Allan Zittlow,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1784,Allan Severude,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1785,Alexander Pippin,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1786,Alexander Hochschild,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1787,Alex Warden,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1788,Alex Teeter,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1789,Alex Schad,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1790,Alex Reinders,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1791,Alex Ottimer,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1792,Alex Leslie,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1793,Alex Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1794,Alex Helman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1795,Alex Falenczykowski,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1796,Alex Faber,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1797,Alex Espe,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1798,Alex Duchon,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1799,Alex Dennis,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1800,Alec Laplante,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1801,Albi Ludwig,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1802,Aistis Tumas,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1803,Aiden Tingum,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1804,Aidan Lee,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1805,Aidan Hagen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1806,Aidan Casey,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1807,Adrian Gonzalez,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1808,Adams Dudley,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1809,Adam Zais,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
1810,Adam Umbarger,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1811,Adam Lee,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1812,Adam Kuenzel,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1813,Adam Koehler,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1814,Adam Kim,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1815,Adam Kerr,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1816,Adam Himes,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1817,Adam Griebie,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1818,Adam Arvidson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1819,Abe Peterson-Webster,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1820,Aaron Tag,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1821,Aaron Sjogren,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1822,Aaron Perlow,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1823,Aaron Mullins,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1824,Aaron Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1825,Aaron Douglas,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
1826,Aaron Carr Perlow,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
